小区,纬度,经度
古北路499号小区,31.215574,121.407625
太原路305弄小区,31.209186,121.462636
天津路448弄小区,31.242599,121.484661
城南路380弄小区,31.198713,121.707978
陕西南路550弄小区,31.213878,121.468131
文庙路167号小区,31.223728,121.495452
陆家浜路1018弄小区,31.217582,121.495664
乌鲁木齐中路301弄小区,31.217783,121.452989
兰溪路200弄小区,31.249597,121.409349
夏碧路72弄18号小区,31.345927,121.595852
车站东路191-199号小区,31.214126,121.49979
德州路288号-298号小区,31.172891,121.49776
法华门大厦,31.212003,121.430501
北青公路9322弄小区,31.191952,121.139809
玉屏南路309号小区,31.217921,121.417877
东诸安浜路65号小区,31.224543,121.4419
金溪路258弄小区,31.043224,120.926677
糖坊街29-33号小区,31.254086,121.411239
宛平南路278号小区,31.199111,121.452925
新崇中路57-58号小区,31.627251,121.406331
延平路280号小区,31.237567,121.445938
绿地MTOWN,31.183348,121.60975
南行街88-102号小区,31.141407,121.507467
遵义路533号小区,31.218632,121.414462
青年路231号小区,31.158802,121.357204
绍兴路36弄小区,31.216575,121.471368
虹桥路971弄小区,31.202589,121.423872
荣康别墅,31.222872,121.454306
中山北路2419弄小区,31.251878,121.430972
局门路241弄小区,31.193606,121.435274
宜山路400弄小区,31.193606,121.435274
宜川路26号小区,31.26379,121.446988
中山北路3175号小区,31.243003,121.42009
长寿路535号小区,31.244191,121.44191
武夷路253弄小区,31.220184,121.432185
致远大厦,31.207711,121.478026
番禺路491弄小区,31.208509,121.436916
黄山路230弄小区,31.272199,121.474983
青年路188号小区,31.160613,121.360294
长顺路20号小区,31.204361,121.424259
德华路331号小区,31.30068,121.323011
益民路45号小区,31.202018,121.707572
民达大厦,31.267529,121.490264
武夷路160弄小区,31.219719,121.434018
宜君路49号小区,31.269883,121.433209
天平路139号小区,31.205527,121.444756
天平路75弄小区,31.207662,121.444249
杨树浦路1693弄小区,31.264783,121.547014
常熟路85弄小区,31.223618,121.45465
漕东支路3弄小区,31.177277,121.444546
西泥路108弄小区,31.206421,121.451341
吴兴路256弄小区,31.206421,121.451341
华阳路66弄小区,31.230376,121.427987
安波路366号小区,31.308591,121.536487
长乐路683号小区,31.222633,121.455722
瞿溪路838-850号小区,31.206113,121.486486
绍兴路19号小区,31.215106,121.470121
永嘉路229弄小区,31.215948,121.467757
延吉中路310弄小区,31.287908,121.531711
新泰大楼,31.239183,121.492964
番禺路160弄小区,31.213655,121.435597
华亭路31弄小区,31.221942,121.456394
上南路4222弄小区,31.149588,121.516192
运光路87号小区,31.296129,121.503752
康定路881号小区,31.237189,121.446746
杨新路95-99号小区,31.169171,121.499858
中华门大厦,31.187685,121.431835
闻喜路616弄小区,31.31478,121.462491
金溪路158弄小区,31.042801,120.927947
劳动街206号小区,31.295155,121.316499
中兴路820号小区,31.259684,121.477077
合肥路397号小区,31.219647,121.477979
长乐路942弄小区,31.222064,121.452093
闻喜路605-609号小区,31.314472,121.462165
南门路218弄小区,31.62594,121.396668
石川春晓(北区),31.261981,121.417953
东余航路760弄小区,31.260846,121.50814
石川春晓(南区),31.25985,121.418516
五原路77弄小区,31.219324,121.454139
申城佳苑三期A块,31.187202,121.646833
施三路73弄,31.233845,121.46716
尚文路267弄,31.220649,121.495838
申城佳苑三期B块,31.186676,121.64519
威海路590弄56支弄小区,31.233845,121.46716
民主街47号小区,31.298427,121.318125
塘东街39弄小区,31.21961,121.735718
吴宝路135号小区,31.223462,121.38143
民乐城汇雅苑北苑,31.223462,121.38143
西市街101弄小区,31.223462,121.38143
塔城东路492弄小区,31.203997,121.473341
天平路222弄小区,31.208821,121.471521
凉城路396弄小区,31.203997,121.473341
茶陵路223号小区,31.203997,121.473341
莘西路83弄小区,31.216852,121.463386
华山路351弄小区,31.240785,121.466356
丽都新贵,31.240785,121.466356
万航渡路1490-1516号小区,31.216852,121.463386
永康路124号小区,31.216852,121.463386
番禺路998弄小区,31.216852,121.463386
武康路368-370号小区,31.213302,121.446027
肇嘉浜路107弄小区,31.208821,121.471521
东门路500弄小区,31.208821,121.471521
枫林路161号小区,31.204163,121.461245
森兰美伦,31.323253,121.602369
胶州路11弄小区,31.323253,121.602369
老沪太路230号小区,31.323253,121.602369
德意大楼,31.323253,121.602369
南石二路125号小区,31.323253,121.602369
中山北一路262-266号小区,31.335369,121.289393
周家嘴路3545弄小区,31.335369,121.289393
大兴街115弄小区,31.335369,121.289393
襄阳南路358号小区,31.335369,121.289393
玉桂路74弄小区,31.335369,121.289393
华山路734号小区,31.786947,121.381602
长乐路401弄小区,31.2984,121.318827
进贤路191号小区,31.2984,121.318827
东门路48弄小区,31.786947,121.381602
常熟路112弄小区,31.2984,121.318827
颛建路62弄小区,31.786947,121.381602
民主街49号小区,31.2984,121.318827
共和新路1290号小区,31.786947,121.381602
浦三路650弄小区,31.786947,121.381602
东余杭路214弄小区,31.786947,121.381602
顺昌路364号小区,31.786947,121.381602
华亭路8弄小区,31.786947,121.381602
光复西路31号小区,31.786947,121.381602
芙蓉江路100弄小区,31.786947,121.381602
渭南路185号小区,31.786947,121.381602
永嘉路695弄小区,31.786947,121.381602
巨鹿路661号小区,31.209112,121.454895
延吉东路323号小区,31.209112,121.454895
安亭路41弄小区,31.209112,121.454895
图们路36号小区,31.388409,121.252411
嘉善路236弄小区,31.388409,121.252411
上中路458弄小区,31.388409,121.252411
玉兰路46弄小区,31.210045,121.555959
清河路117弄小区,31.388409,121.252411
惠东路409-411号小区,31.049391,121.78738
城中路153弄小区,31.389819,121.253256
虹欣大厦,31.192976,121.39979
控江路1464号小区,31.281987,121.528244
金桥路2346弄小区,31.242358,121.608484
西沙洪浜40-43号小区,31.242229,121.429359
定西路670号小区,31.212181,121.430298
龙川北路4号小区,31.152837,121.443946
南昌路272弄小区,31.223874,121.47017
解放街4-10号小区,31.293438,121.317218
金龙新街965号小区,30.892453,121.177222
华阳路224弄小区,31.228717,121.429273
巨鹿路785弄小区,31.226303,121.45796
华兴路121弄小区,31.252717,121.478752
三湘商务大厦,31.122294,121.266105
泾惠路30号小区,31.265392,121.441756
安福路250弄小区,31.2204,121.448936
国顺路386-398号小区,31.298245,121.517107
莲园路378号小区,31.191507,121.561951
长宁支路320弄小区,31.229666,121.429629
宋园路46弄小区,31.200087,121.420365
万源晶典公寓,31.247253,121.528805
黄兴路587-617号小区,31.28438,121.531524
清河路337-393号小区,31.383724,121.243455
新崇中路小区,31.625983,121.401716
华山路736号小区,31.221626,121.445945
溢泽华庭,31.125242,121.588741
清河路58-66号小区,31.390125,121.254246
民主东街178号小区,31.299459,121.320489
浦东南路2050号小区,31.217106,121.523829
浦东南路4705号-4713号小区,31.186111,121.505857
宋园路52弄小区,31.198877,121.420068
遵义路402弄小区,31.217103,121.414948
万航渡路1312弄小区,31.232482,121.429212
图们路27-31号小区,31.296974,121.553521
青年路208号-210号小区,31.230838,121.525006
浦东南路1341弄小区,31.230838,121.525006
东靖路2216-2218号小区,31.298278,121.619026
新天大厦,31.248666,121.453739
东体育会路115弄小区,31.279632,121.488625
图们路10弄小区,31.298078,121.554771
西三里桥小区,31.204911,121.513038
浦发广场-G楼,31.259467,121.441258
惠东路355-393号小区,31.049391,121.78738
东诸安浜路63号公房,31.222996,121.435041
定西路690号小区,31.212889,121.430521
惠东路523-573号小区,31.049888,121.779046
宝杨路3272-3276号小区,31.379959,121.443552
长宁支路307号小区,31.23077,121.430257
南奉公路2802弄小区,30.930163,121.588359
滨江公园壹号,31.33103,121.3874
襄乐大厦,31.226151,121.461352
裕鸿佳苑(十九期),31.524859,121.864606
顾戴路2688号小区,31.13555,121.363694
裕鸿佳苑(二十期),31.529759,121.865199
中山茸惠苑,31.071957,121.266265
吴杨东路237号小区,31.278753,121.311342
曹安公路3385号小区,31.273079,121.304624
栋霖科技园,31.347186,121.436898
银河大楼,31.155007,121.12185
长乐路288号小区,31.22763,121.470881
李园二村(北区),31.39709,121.258461
江湾名邸(别墅),31.349422,121.515055
江湾名邸(公寓),31.349545,121.515199
宛平路299弄小区,31.20497,121.450869
南桥路657号小区,31.195399,121.703872
哈密路1721号小区,31.201549,121.37412
三林路711弄小区,31.15156,121.510177
森兰名轩(二期),31.294649,121.600704
佘北家园铃兰苑,31.138112,121.214626
佘北家园竹青苑,31.133274,121.218862
永丰路220号小区,31.016627,121.221411
城市经典玉墅(公寓),31.220212,121.622626
城市经典铭筑(别墅),31.217034,121.620569
旭辉华庭(商住楼),31.353369,121.252647
雅居乐金茂中央公园,30.712152,120.768724
银秋商务楼,31.205546,121.450464
新镇路288号小区,31.145979,121.376079
紫乐路8号小区,31.187223,121.388184
竹园路168号小区,31.076992,121.527896
环城东路323号小区,30.955141,121.464383
威宁路55号小区,31.212399,121.389821
悦隽半岛,30.819218,120.891397
明发嘉定中心,31.361602,121.273507
靖远路1518号小区,31.261815,121.32499
高桥镇北街152号小区,31.364233,121.563059
石家街27弄小区,31.351332,121.588161
振农新村,30.633148,120.552949
金色名门,30.65543,120.552371
碧桂园梧桐府(别墅),30.627273,120.594334
金信铭楼,30.638693,120.558833
煤机东村,30.636927,120.556798
碧桂园梧桐府,30.627937,120.595089
小城名墅,30.659116,120.56581
永定铭苑,30.633995,120.547734
大通酩悦,30.635331,120.584973
康达佳景苑,30.654128,120.544044
星都会,30.658407,120.597608
灵悟小区,30.648766,120.582752
兴宇家苑,30.635253,120.568135
桐高新村小区,30.64742,120.547043
庆丰玫瑰苑,30.627576,120.553398
巨成恒园,30.62052,120.557537
凤翔景苑,30.661496,120.570135
桐济小区,30.629345,120.568428
万达一品,30.656967,120.554612
万达一品(别墅),30.656759,120.554984
翰林别院,30.632056,120.568225
城盛小区,30.657544,120.571722
城新小区,30.651045,120.571843
东方柏悦,30.665012,120.565578
好来登花园,30.664457,120.549908
翡翠半岛别墅,30.652228,120.563729
城弘小区,30.667635,120.569312
公安新邨,30.627752,120.559837
东兴南区,30.635707,120.556182
南港小区西区,30.622591,120.588391
碧桂园澜庭,30.66227,120.560832
佳源优优花园,30.662386,120.54863
南港小区南区,30.619689,120.588156
南港小区东区,30.62205,120.59699
新城市花苑,30.691813,120.111781
悦君府,30.869209,120.258004
赞成海月,30.864075,120.148245
紫樱阁,31.181159,121.118248
木桥港新村北区,30.792173,120.700807
正荣金茂秀湖金茂府,30.783494,120.690953
永汇府邸,30.79274,120.788374
正阳公寓,30.818735,120.761825
荣盛祥云府,30.795746,120.793956
中洲碧桂园花溪源著,30.63741,120.727477
沪太路807弄小区,31.27342,121.450159
聚丰园路129号商业楼,31.320775,121.391106
武夷路491弄21号楼,31.220016,121.426496
古楼路462号小区,31.111614,121.268932
俱进路428号小区,31.30593,121.618635
同乐路566弄小区,31.096165,121.276964
苍梧路5号小区,31.17304,121.419261
印象苑(别墅),31.371619,121.435457
虬江路1000号小区,31.25765,121.48021
城西二村徐家宅,31.397657,121.439664
永嘉路750号大厦,31.210411,121.453253
王家村王南,31.391446,121.397275
上海国际中小企业城,31.035344,121.307353
东陆路1221号小区,31.276974,121.604299
政肃路55号大楼,31.300141,121.51307
洞薛路291号楼,31.087164,121.263381
古桐南路105号楼,31.206925,121.62194
青浦凤溪新木桥印染厂,31.207719,121.240547
恒大海上威尼斯北区,31.724867,121.930003
寅北小区,31.716614,121.866042
寅南小区,31.705719,121.868324
海宏花苑,31.752721,121.817811
远景村葛家宅,31.403121,121.330576
吴中路1899弄园区,31.173682,121.371538
古楼公路1958弄小区,31.109642,121.239282
太阳山路180号小区,31.255949,121.466858
裕丰路358号楼,31.30303,121.311385
高申南苑,31.303756,121.587743
佘北家园结香苑,31.137963,121.212302
宝杨路3323号楼,31.379766,121.440489
旭辉丰禄纯真中心,31.145772,121.33146
金融街融府,31.26024,121.457275
永嘉路573弄小区,31.211253,121.456153
密山二村(西块),31.408043,121.491762
同仁大楼,31.233689,121.45569
阳光城檀悦101,31.270088,121.53885
凯富家园广场,31.034453,121.266466
张虹路129号大楼,31.195131,121.418788
颛新大厦,31.08113,121.424656
张杨北路3239号大楼,31.321625,121.595234
亚龙国际大厦,31.246184,121.565966
星发大厦,31.184002,121.380488
上海张江银行卡产业园区,31.243446,121.675041
民乐城锦园,31.063034,121.757049
民乐城朗苑,31.062183,121.753271
民乐城康苑,31.062894,121.759181
民乐城馨园,31.062507,121.754977
园区路1218号园区办公楼,31.322134,121.194559
胜辛南路800号办公楼,31.308558,121.276263
东阔生活广场,31.133461,121.457133
二联佳苑,31.20695,121.301905
绿地香颂名邸(别墅),31.369762,121.457161
杰隆小区,31.08621,121.716306
畹盯路479号楼,31.114316,121.406386
松汇西路1581号楼,31.008483,121.211916
车灯新村,31.402548,121.742857
环线广场,31.186562,121.432265
陈水关路19弄小区,31.183638,121.639471
威隆大厦,31.25991,121.37086
生产街140号小区,31.293107,121.31607
浦开世纪珑墅,31.228806,121.578425
裕鸿佳苑(十七期),31.517864,121.862248
古桐路50弄小区,31.209382,121.619996
翔殷路932弄小区,31.310354,121.528137
工行大楼,31.248045,121.446314
育婴堂路273弄1-6号小区,31.259093,121.47373
农具新村,30.908645,121.835553
卫星中路18号小区,31.049051,121.766154
佘北家园茸绣苑,31.128371,121.217804
愚园路1167号小区,31.224948,121.433583
澄浏公路455号小区,31.419369,121.280152
同济路191弄小区,31.378313,121.500916
赵沟浜小区,31.122982,121.588684
吴漕路1001-1007号小区,31.227547,121.334569
日月光伯爵湾,31.286079,121.16319
建国东路181-187号小区,31.218612,121.484499
华山路748号公房,31.221189,121.445816
自在璞境,31.289668,121.320345
绿地瀛洲商务城,31.623713,121.427836
西区新村,30.868063,121.804874
银亿领墅(公寓),31.32293,121.505934
西虹桥壹号,31.143425,121.084794
天山路766弄小区,31.218027,121.40847
天山路840弄小区,31.21801,121.410023
虹许路368号大楼,31.188145,121.401601
鹤祥路196号小区,31.263675,121.15143
中桥人才公寓,31.305318,121.144312
招商主城,31.44237,121.345932
上海滩大宁城(别墅),31.267265,121.463701
虹桥协信中心二期,31.211296,121.321299
晶耀商务广场,31.158101,121.483651
万科启宸,31.441624,121.3435
智慧源,31.372555,121.444012
时尚谷创意园,31.036354,121.175645
永康路91弄小区,31.216805,121.463736
龙盛国际商业广场,31.091293,121.405558
沪太路655号小区,31.268315,121.453924
湄浦公寓,31.410651,121.466101
景乐丽都,30.705799,121.015747
金领银座,30.708511,121.044049
龙湖卓越紫宸,30.729024,121.016226
佘山水岸名邸,31.106359,121.189231
威伦酒店,31.24456,121.675676
馨悦酒店,31.297604,121.5051
上海仁泰商务酒店,31.237922,121.531214
维也纳酒店,31.377576,121.500738
丰美旅店,31.32085,121.391027
上海索纳特大酒店,31.259004,121.516756
佘山丽景国际酒店,31.090089,121.237829
易佰连锁旅店,31.289702,121.479814
零点依精致酒店,31.284732,121.431886
诺一公寓,31.245953,121.614827
赏景宾馆,31.125369,121.584937
梦家湾商务酒店,31.124241,121.708483
全季酒店,31.392373,121.250897
宜必思酒店,31.240987,121.421234
开元曼居酒店,31.080501,121.422034
万水千山商务宾馆,31.268258,121.344578
上海迦南酒店,31.188132,121.389061
丽枫酒店,31.228711,121.326123
富驿时尚酒店,31.250097,121.586535
雅典娜国际酒店,31.226401,121.532976
苹果旅馆,31.270423,121.335403
丰收日大酒店,31.174456,121.433832
上海虹桥中心美居酒店,31.188051,121.401718
莱帝恩世大酒店,31.184124,121.380721
亚世都酒店,31.182158,121.391928
龙荣时尚宾馆,31.16681,121.50184
上海洋洋显达城市度假园,31.266969,121.426302
上海虹桥美仑美居酒店,31.220631,121.419607
锐柏云酒店,31.112747,121.316324
协通大酒店,31.282436,121.224256
上海朗骏科技园,31.345192,121.436614
金桥路2618号工厂,31.239046,121.610601
上海电院二部仓库,31.349399,121.478108
田林坊,31.177235,121.422844
宝杨路3323号工厂,31.379597,121.440202
佳吉快运办公楼,31.206258,121.270001
尚大国际,31.321462,121.414244
复旦软件园,31.298375,121.505747
平型关路465号楼,31.279155,121.468755
龙口路29弄7号工厂,31.272719,121.538741
祥腾生活广场,31.347669,121.48592
上海凤凰都市工业园,31.268816,121.467542
寿光路185号楼,31.280386,121.592731
虹桥小楼,31.205337,121.415503
上海怡丰仓储物流园,31.326045,121.592351
不夜城都市工业园,31.253516,121.457254
沪太支路668号工厂,31.297971,121.425984
北宝兴路191号商务楼,31.279133,121.472593
华林路146号办公楼,31.140611,121.365997
临空经济园区,31.225782,121.36438
首乌丽亚商务楼,31.178396,121.381551
新龙大厦,31.16888,121.353304
永平南路190号商务楼,31.017914,121.440287
明通文化创意产业园,31.140935,121.500021
凯虹大厦,31.18728,121.388263
内江路221号商业,31.284702,121.554543
华翔路2215号工厂,31.209246,121.309071
浦江智汇创业园区,31.279389,121.676829
新村路1501号商业,31.274227,121.418962
近铁虹桥中心,31.184437,121.386569
七星创业园,31.132555,121.375042
七莘路2518弄工厂,31.151197,121.365853
中山北路1760弄小区,31.259106,121.442145
高荷路428号商业,31.34304,121.583082
枣阳路251弄80号楼商业,31.240132,121.407986
金英汇众创空间,31.255037,121.606916
四川北路818号办公楼,31.253773,121.49204
千舟园,31.251603,121.626582
人民北路151号办公楼,31.014836,121.234759
沪南公路2801号商业,31.14491,121.574379
园康路255号工厂,31.319586,121.353222
科苑路97号工厂,31.216546,121.594945
松港大厦,31.029821,121.268055
金茂商务楼,31.193966,121.576463
大宁858国际公寓,31.290258,121.44862
泰和路281-1号楼,31.379972,121.50053
佳高路118号商业,31.268795,121.612366
月罗公路1211号大楼,31.423184,121.388162
龙吴路4827号楼,31.071765,121.467163
克东路22弄小区,31.412468,121.466916
世华佳苑(别墅),31.373246,121.441572
新城西岸花园,31.131775,121.580367
安化路307-337号(单)小区,31.220968,121.429568
益民路3-45号小区,31.202065,121.708116
佳源汇景华庭,30.937629,121.742996
东南新村(崇明),31.776636,121.389641
光复里合德里,31.245324,121.433805
鹤祥路293-301号小区,31.264971,121.148903
金葫芦新村十三区,31.163833,121.222538
黄兴路629号小区,31.284507,121.53069
济宁路200号小区,31.267785,121.530615
生乐公寓A区,31.279,121.393803
三鲁公路2755号小区,31.077353,121.530871
幸福路7号小区,31.209911,121.437053
徐汇区虹桥丽园,31.200417,121.434957
新赵家宅小区,31.266027,121.473545
北石路124-142号小区,31.254138,121.409976
安亭瑞仕华庭(公寓),31.283938,121.198863
北大资源理城(东区),31.442922,120.908218
北栅湾小区(西区),31.392791,120.967158
红峰二村四区,31.388274,120.950473
花桥裕花园(一期),31.307655,121.069134
花苑新村(昆山市),31.310819,121.087889
黄城花园(东区),31.315783,121.086547
嘉宝梦之晨,31.30109,121.067988
可逸兰亭(一期),31.315032,121.080299
昆城景苑(一期),31.372163,120.959798
昆玉九里山庄(别墅),31.396881,120.945631
娄邑新村,31.395243,120.977288
绿地21城合欢园,31.293641,121.105225
美苑淀山湖花园,31.179806,121.025397
千灯裕花园(北区),31.259622,121.034829
水榭蓝湾(西区),31.181449,120.9183
同丰新村(1~9#),31.392978,120.98126
象屿都城(东区),31.297219,121.078346
杏花北苑(别墅),31.32182,121.041314
阳澄春晓苑(南区),31.375318,120.87165
中城花园虹梅苑,31.306755,121.136412
昆山中南世纪城,31.403963,121.047785
桃园新村(太仓),31.4637,121.108169
祥瑞香逸尚城,31.293382,121.076179
百盛花园北区,31.635168,120.786098
报慈北村一区,31.669627,120.749576
报慈南村二区,31.665169,120.749934
报慈新村一区,31.664576,120.748202
常福新村三区,31.679384,120.745672
常福一区,31.67225,120.744772
富佳名苑(别墅),31.714385,120.88508
港龙香江华庭,31.742075,120.929016
花溪新村二区,31.632555,120.76356
第二教工住宅小区,31.677662,120.74501
金域蓝湾一区(常熟市),31.645093,120.838292
李闸小区(中区),31.661026,120.752221
师德苑六区,31.715498,120.862791
县后街小区,31.390966,120.96262
银塘新村一区,31.716368,120.877042
谢衙前小区,31.325594,120.632256
范庄前,31.318637,120.625419
"干将东路小区(716,724,728号)",31.31416,120.635477
九九玄妙,31.314685,120.633125
三茅观巷小区,31.320213,120.618873
宋仙洲巷横街21号小区,31.320998,120.618929
王天井巷小区,31.319542,120.623771
吴商会馆,31.315981,120.633488
老禾家塘岸63号小区,31.306328,120.608451
南采莲巷12号院,31.305394,120.625602
剪金桥巷小区,31.306904,120.619306
信孚里,31.30802,120.633574
湄长新村(71-74幢),31.279968,120.644862
悦瀜庄,31.34623,120.435037
中南世纪城北区(吴江区),31.135135,120.646623
中南世纪城南区(吴江区),31.133761,120.647862
中南世纪城南区(吴江区)(别墅),31.133036,120.646842
中南世纪城北区(吴江区)(别墅),31.134923,120.648475
花苑新邨,31.265741,120.521679
上饮合院,31.258198,120.520348
十八岛,31.272556,120.518991
百家桥新村(西区),31.878241,120.504077
钢村嘉园北区,31.85355,120.71802
港新花苑(16-33幢),31.898026,120.514804
海沙二村,31.973302,120.688857
瞿成新村(南区),31.960925,120.638113
湾士岸四村湾士岸四村(7-9幢),31.873186,120.563109
万红三村(西区),31.872549,120.532728
中德新村(东区),31.948787,120.446279
中港花苑(南区),31.863934,120.53887
金都花苑一期(西南区),31.944815,120.438346
景瑞翡翠湾南区,31.445854,121.081188
桃园新村(92-1幢92-2幢),31.463639,121.111223
锦西路57-65号小区,31.282821,121.518929
"万航渡后路93,95号小区",31.235374,121.431526
慈溪绿城玫瑰园一期,30.170018,121.250486
胜地名苑东区,30.229034,121.32441
中欣铭苑二期,30.163851,121.367918
华侨城LOFT,31.098787,121.500071
中梁首府壹号院|甪直镇甫龙路1号|甫龙路1号,31.269698,120.875301
洛川东路330-480号小区,31.275831,121.467703
崮山路250-260号小区,31.25193,121.559806
西藏北路867-991号小区,31.235361,121.457151
安化路271-277号小区,31.221022,121.432434
金地格林春岸城,31.381393,121.245364
"瞿溪路1034,1040,1046,1050,1052号小区",31.204944,121.482183
阳光城MODO自由区,31.306292,121.594499
南果公路785号小区,30.98717,121.874109
迎园一坊,31.386254,121.273148
龙华路2373弄小区,31.188215,121.458679
芷江西路192号小区,31.264477,121.467509
黄兴路999-1009单号小区,31.285558,121.53107
康弘路1118号小区,31.133396,121.580941
东长治路1047弄小区,31.256779,121.507376
通州路391号小区,31.264158,121.501421
兴亚广场(商住楼),31.25903,121.479571
陈行街17弄小区,31.484726,121.349667
施新路841弄小区,31.154202,121.76377
闻喜路1202弄小区,31.314299,121.448548
武夷路519弄小区,31.219596,121.426034
翔殷路269弄小区,31.312354,121.54946
斜土路1212弄小区,31.205698,121.472479
斜土路262弄小区,31.210752,121.48716
新里,31.227823,121.446879
延安西路1236弄小区,31.215742,121.433831
杨树浦路3021号小区,31.27957,121.564846
益民路37弄小区,31.202158,121.708448
银山路187弄小区,31.250792,121.587734
银霄大厦,31.117204,121.388615
永建路152弄小区,31.270284,121.622725
永兴路120号小区,30.989327,121.568486
永兴路170号小区,31.25921,121.479417
永兴路300号小区,31.363678,121.303457
长富大厦,31.265158,121.43777
政通路9弄小区,31.311005,121.529497
芷江中路500号小区,31.26391,121.475569
中通公寓,31.29517,121.511206
周家嘴路公房,31.286035,121.551041
周家嘴路4470-4490号小区,31.292305,121.561053
临青路233弄小区,30.919923,121.921244
南昌路183-185号小区,31.22192,121.46796
南崇明路1号小区,31.251012,121.491751
欧阳路319号-331号小区（单号）,31.268742,121.491555
清真路住宅,31.204854,121.465255
"水电路199号,201号小区",31.279927,121.48038
四川北路920号小区,31.25606,121.491204
四平路125弄小区,31.265634,121.494475
天通庵路681-683号小区,31.269841,121.483533
甜爱路321号小区,31.275674,121.491059
斜土路1220号小区,31.205478,121.471807
广元路193号小区,31.205006,121.445176
长阳路24弄小区,31.259385,121.515281
止园路339号-355号小区,31.265064,121.475747
中山北一路240-244号小区,31.281806,121.485159
中山北一路270号小区,31.28272,121.485647
杭州路235号小区,31.270645,121.548533
杭州路906-918号小区,31.274505,121.553488
"控江路641,655号小区",31.252464,121.426235
岚皋西路320号小区,31.252464,121.426235
辽源西路86弄小区,31.274915,121.519715
"辽源西路84,90,116号小区",31.274801,121.519666
临汾路1105弄小区,31.316597,121.450104
临汾路451-551号小区,31.31688,121.464254
临山路30号小区,31.26206,121.482543
领尚国际酒店式公寓,31.198204,121.420913
"洛川东路20,40,60号小区",31.263479,121.445868
木材大厦,31.265825,121.515585
南山路26号小区,31.262908,121.473506
南市街30弄小区,31.201165,121.710808
北大街44弄小区,31.159201,121.361139
石皮路75弄小区,31.202283,121.70933
双阳路公房,31.237697,121.444873
天合大厦,31.237697,121.444873
翔殷路350-352号小区,31.313076,121.544242
新川路300弄小区,31.19776,121.710086
新德路502弄小区,31.203132,121.700167
新华路649-661号小区,31.210992,121.426863
鑫成大楼,31.267178,121.48584
榆林路238-262号小区,31.392802,121.270285
黄兴路617号小区,31.28438,121.531524
会文路135弄小区,31.258934,121.478359
江浦路761号小区,31.268516,121.530794
进贤路188弄小区,31.19881,121.698597
靖宇中路1弄小区,31.294014,121.541068
巨鹿路268号小区,31.226854,121.460952
康健路363弄小区,31.171232,121.425689
康健路1-7号小区,31.171952,121.440211
锦西路175号小区,31.279499,121.514566
巨鹿花园,31.225023,121.455674
军工路600弄小区,31.297716,121.557098
康德别墅,31.184015,121.352877
康健路51弄小区,31.172026,121.436922
控江路675号小区,31.289366,121.544257
临汾路828弄小区,31.31751,121.457784
龙恒路260弄小区,31.173343,121.455718
妙境路338弄小区,31.200623,121.69533
民府小区,31.320248,121.508782
南桥路267弄小区,31.197807,121.712662
南桥路633弄,31.195779,121.704606
内江路480-492号小区,31.292069,121.550521
怒江路636弄小区,31.242799,121.405122
怒江路76弄小区,31.234713,121.405544
欧阳路317号小区,31.274737,121.494856
欧阳路591号小区,31.280468,121.493018
平凉路1248号小区,31.268488,121.541701
平顺路62号小区,31.315589,121.45842
曲沃路153号-251号小区,31.3145,121.451294
戎德苑,31.333227,121.509073
敦化路28号小区,31.293502,121.549343
复旦第九宿舍,31.301632,121.512982
复旦第七宿舍,31.299299,121.511143
慈善街79弄小区,31.352552,121.586007
大连西路615号小区,31.280531,121.487777
大同路485-487号小区,31.34902,121.586009
多伦路163弄小区,31.26889,121.488256
多伦路165号小区,31.268922,121.488269
多伦路177弄小区,31.268907,121.488171
多伦路236弄小区,31.270043,121.488247
多伦路240号小区,31.270146,121.488248
海防路559号小区,31.243285,121.44913
纪念路497-499弄小区,31.333378,121.462328
武进路247号小区,31.258006,121.492531
逸仙路462-464号小区,31.307545,21.492499
中州路123-125号小区,31.258931,121.488976
南仓街30弄小区,31.219971,121.506699
黄山路210-280号小区,31.272426,121.475573
惠民路250弄小区,31.259936,121.52058
佳木斯路271-307号小区,31.303344,121.545841
延安中路1157弄新里,31.227134,121.45336
巨鹿路717弄小区,31.227085,121.459674
人民北路97号小区,31.014326,121.234991
新城悠活城(商住楼),31.382779,121.235181
芦潮港农场新村,31.04257,121.759465
新华红星国际广场,31.180318,121.378912
悦茂可乐公馆,31.211979,121.366573
慈善街125弄小区,31.352692,121.585943
虹梅路2988弄小区,31.187299,121.399357
水电路199弄小区,31.272189,121.491232
三门路333弄小区,31.317861,121.508001
临平路20弄小区,31.265709,121.505729
佳木斯路311号小区,31.266793,121.483361
东宝兴路326号小区,31.264209,121.487258
北宝兴路126弄小区,31.278188,121.472395
丰谷路260弄小区,31.17372,121.460878
四川北路2299弄小区,31.274328,121.487571
唐山路957弄小区,31.266737,121.516145
宛平南路71弄小区,31.202329,121.452773
祥德路208弄小区,31.28258,121.485607
中山北一路250弄小区,31.28258,121.485607
中山北一路280弄小区,31.282734,121.485733
中山南一路161弄小区,31.206755,121.494204
龚路新村,31.229746,121.449583
国际丽都公馆,31.229746,121.449583
杭州路公房,31.275366,121.554074
广灵二路290弄小区,31.290241,121.478958
东体育会路75-77号小区,31.28333,121.490708
东余杭路730号小区,31.260927,121.507646
高阳路388弄小区,31.25991,121.507591
沽源路114弄小区,31.30836,121.483754
沽源路128弄小区,31.309139,121.483926
